Time,A metric
2023-08-06T00:01:00+08:00,25.0
2023-08-06 00:02:00+08:00,12.5
2023-08-06 00:03:00+08:00,12.5
2023-08-06 00:04:00+08:00,12.5
2023-08-06T00:05:00+08:00,0.0
2023-08-06 00:06:00+08:00,0.5
2023-08-06 00:07:00+08:00,0.5
2023-08-06 00:08:00+08:00,0.5
2023-08-06 00:09:00+08:00,0.5
2023-08-06 00:10:00+08:00,0.5
2023-08-06T00:11:00+08:00,1.0
2023-08-06 00:12:00+08:00,13.0
2023-08-06 00:13:00+08:00,13.0
2023-08-06 00:14:00+08:00,13.0
2023-08-06 00:15:00+08:00,13.0
2023-08-06 00:16:00+08:00,13.0
2023-08-06 00:17:00+08:00,13.0
2023-08-06 00:18:00+08:00,13.0
2023-08-06 00:19:00+08:00,13.0
2023-08-06T00:20:00+08:00,25.0
2023-08-06T00:21:00+08:00,0.0
2023-08-06 00:22:00+08:00,0.0
2023-08-06 00:23:00+08:00,0.0
2023-08-06 00:24:00+08:00,0.0
2023-08-06 00:25:00+08:00,0.0
2023-08-06 00:26:00+08:00,0.0
2023-08-06 00:27:00+08:00,0.0
2023-08-06 00:28:00+08:00,0.0
2023-08-06T00:29:00+08:00,0.0
2023-08-06 00:30:00+08:00,20.33333333333333
2023-08-06 00:31:00+08:00,20.33333333333333
2023-08-06T00:32:00+08:00,40.66666666666666
2023-08-06 00:33:00+08:00,32.83333333333333
2023-08-06 00:34:00+08:00,32.83333333333333
2023-08-06T00:35:00+08:00,25.0
2023-08-06 00:36:00+08:00,12.5
2023-08-06T00:37:00+08:00,0.0
2023-08-06 00:38:00+08:00,12.5
2023-08-06 00:39:00+08:00,12.5
2023-08-06 00:40:00+08:00,12.5
2023-08-06 00:41:00+08:00,12.5
2023-08-06 00:42:00+08:00,12.5
2023-08-06 00:43:00+08:00,12.5
2023-08-06 00:44:00+08:00,12.5
2023-08-06 00:45:00+08:00,12.5
2023-08-06 00:46:00+08:00,12.5
2023-08-06 00:47:00+08:00,12.5
2023-08-06T00:48:00+08:00,25.0
2023-08-06 00:49:00+08:00,12.5
2023-08-06 00:50:00+08:00,12.5
2023-08-06 00:51:00+08:00,12.5
2023-08-06 00:52:00+08:00,12.5
2023-08-06 00:53:00+08:00,12.5
2023-08-06T00:54:00+08:00,0.0
2023-08-06 00:55:00+08:00,12.5
2023-08-06 00:56:00+08:00,12.5
2023-08-06 00:57:00+08:00,12.5
2023-08-06 00:58:00+08:00,12.5
2023-08-06 00:59:00+08:00,12.5
2023-08-06 01:00:00+08:00,12.5
2023-08-06 01:01:00+08:00,12.5
2023-08-06 01:02:00+08:00,12.5
2023-08-06T01:03:00+08:00,25.0
2023-08-06 01:04:00+08:00,12.5
2023-08-06 01:05:00+08:00,12.5
2023-08-06 01:06:00+08:00,12.5
2023-08-06 01:07:00+08:00,12.5
2023-08-06 01:08:00+08:00,12.5
2023-08-06T01:09:00+08:00,0.0
2023-08-06 01:10:00+08:00,12.5
2023-08-06 01:11:00+08:00,12.5
2023-08-06 01:12:00+08:00,12.5
2023-08-06 01:13:00+08:00,12.5
2023-08-06 01:14:00+08:00,12.5
2023-08-06 01:15:00+08:00,12.5
2023-08-06 01:16:00+08:00,12.5
2023-08-06 01:17:00+08:00,12.5
2023-08-06 01:18:00+08:00,12.5
2023-08-06 01:19:00+08:00,12.5
2023-08-06 01:20:00+08:00,12.5
2023-08-06 01:21:00+08:00,12.5
2023-08-06T01:22:00+08:00,25.0
2023-08-06 01:23:00+08:00,21.0
2023-08-06 01:24:00+08:00,21.0
2023-08-06T01:25:00+08:00,17.0
2023-08-06 01:26:00+08:00,21.0
2023-08-06 01:27:00+08:00,21.0
2023-08-06 01:28:00+08:00,21.0
2023-08-06 01:29:00+08:00,21.0
2023-08-06 01:30:00+08:00,21.0
2023-08-06 01:31:00+08:00,21.0
2023-08-06 01:32:00+08:00,21.0
2023-08-06 01:33:00+08:00,21.0
2023-08-06 01:34:00+08:00,21.0
2023-08-06 01:35:00+08:00,21.0
2023-08-06 01:36:00+08:00,21.0
2023-08-06T01:37:00+08:00,25.0
2023-08-06 01:38:00+08:00,12.5
2023-08-06 01:39:00+08:00,12.5
2023-08-06 01:40:00+08:00,12.5
2023-08-06 01:41:00+08:00,12.5
2023-08-06T01:42:00+08:00,0.0
2023-08-06 01:43:00+08:00,0.0
2023-08-06 01:44:00+08:00,0.0
2023-08-06 01:45:00+08:00,0.0
2023-08-06 01:46:00+08:00,0.0
2023-08-06 01:47:00+08:00,0.0
2023-08-06 01:48:00+08:00,0.0
2023-08-06T01:49:00+08:00,0.0
2023-08-06T01:50:00+08:00,25.0
2023-08-06 01:51:00+08:00,28.166666666666664
2023-08-06 01:52:00+08:00,28.166666666666664
2023-08-06T01:53:00+08:00,31.33333333333333
2023-08-06 01:54:00+08:00,15.666666666666664
2023-08-06 01:55:00+08:00,15.666666666666664
2023-08-06 01:56:00+08:00,15.666666666666664
2023-08-06 01:57:00+08:00,15.666666666666664
2023-08-06T01:58:00+08:00,0.0
2023-08-06 01:59:00+08:00,0.0
2023-08-06 02:00:00+08:00,0.0
2023-08-06T02:01:00+08:00,0.0
2023-08-06 02:02:00+08:00,17.333333333333332
2023-08-06 02:03:00+08:00,17.333333333333332
2023-08-06T02:04:00+08:00,34.666666666666664
2023-08-06T02:05:00+08:00,18.33333333333333
2023-08-06 02:06:00+08:00,25.166666666666664
2023-08-06T02:07:00+08:00,32.0
2023-08-06 02:08:00+08:00,16.0
2023-08-06 02:09:00+08:00,16.0
2023-08-06 02:10:00+08:00,16.0
2023-08-06 02:11:00+08:00,16.0
2023-08-06 02:12:00+08:00,16.0
2023-08-06 02:13:00+08:00,16.0
2023-08-06T02:14:00+08:00,0.0
2023-08-06 02:15:00+08:00,10.0
2023-08-06 02:16:00+08:00,10.0
2023-08-06 02:17:00+08:00,10.0
2023-08-06 02:18:00+08:00,10.0
2023-08-06T02:19:00+08:00,20.0
2023-08-06 02:20:00+08:00,10.0
2023-08-06 02:21:00+08:00,10.0
2023-08-06 02:22:00+08:00,10.0
2023-08-06 02:23:00+08:00,10.0
2023-08-06 02:24:00+08:00,10.0
2023-08-06 02:25:00+08:00,10.0
2023-08-06 02:26:00+08:00,10.0
2023-08-06 02:27:00+08:00,10.0
2023-08-06 02:28:00+08:00,10.0
2023-08-06 02:29:00+08:00,10.0
2023-08-06T02:30:00+08:00,0.0
2023-08-06 02:31:00+08:00,0.0
2023-08-06 02:32:00+08:00,0.0
2023-08-06T02:33:00+08:00,0.0
2023-08-06T02:34:00+08:00,13.4
2023-08-06 02:35:00+08:00,12.7
2023-08-06 02:36:00+08:00,12.7
2023-08-06T02:37:00+08:00,12.0
2023-08-06T02:38:00+08:00,0.0
2023-08-06 02:39:00+08:00,0.0
2023-08-06 02:40:00+08:00,0.0
